,gameId,top,jungle,mid,carry,support,count_top,count_jungle,count_mid,count_carry,count_support,champ_WR_dif,B_tier,R_tier
157,4727711337,3,4,5,5,6,5,1,3,5,6,-0.01494000000000002,2.6,3.0
661,4727742169,3,3,4,5,6,3,1,4,5,,0.10793999999999997,3.2,1.8
585,4727759497,1,4,1,5,2,3,1,3,5,6,-0.0011599999999999944,1.6,2.8
705,4727789407,3,3,4,5,6,4,2,3,5,6,0.001319999999999999,3.6,3.0
1783,4727795376,3,3,5,5,6,2,2,4,5,6,0.007379999999999998,2.2,1.6
1275,4727828774,3,1,3,5,2,2,3,2,5,6,-0.018599999999999995,1.8,0.8
601,4727846543,3,3,6,5,2,3,4,3,5,6,-0.017819999999999992,1.8,3.0
2007,4727850461,3,3,4,5,6,1,1,1,5,4,0.03185999999999998,1.4,3.0
1882,4727867092,5,3,4,5,3,3,3,3,5,2,0.011519999999999997,1.4,3.0
1881,4727929843,3,1,1,5,5,1,5,4,5,3,-0.013360000000000006,2.6,1.4
1992,4727938305,4,1,5,5,3,3,4,3,5,6,-0.009419999999999984,2.2,2.8
835,4727943506,4,1,6,5,2,3,5,4,5,6,-0.010859999999999991,2.0,2.6
403,4727948460,2,3,1,5,2,3,1,1,5,6,0.02135999999999999,2.2,3.0
600,4727953799,3,3,2,5,6,3,2,3,5,4,0.011739999999999973,2.2,2.4
2006,4727953962,3,3,4,5,3,1,3,4,5,6,0.019080000000000007,2.4,2.0
834,4727961510,2,4,3,5,6,3,3,4,5,6,-0.0033599999999999962,3.4,2.4
24,4728026741,5,5,4,5,6,6,3,4,5,6,-0.022160000000000003,2.4,3.0
1617,4728042687,3,5,4,5,6,3,1,1,5,2,-0.022320000000000007,1.8,2.0
2082,4728053384,4,3,4,5,3,6,3,4,5,4,0.012919999999999987,3.8,3.0
348,4728072422,6,3,2,5,4,2,3,1,5,6,-0.02296,3.0,2.2
2081,4728079364,5,3,1,5,3,3,3,4,5,6,-0.004520000000000024,1.8,3.2
1961,4728108962,4,2,4,5,6,1,3,1,5,6,-0.007839999999999991,2.6,2.2
599,4728145738,2,2,4,5,6,5,2,1,5,3,0.004040000000000011,4.0,2.0
833,4728193357,3,5,4,5,6,3,2,4,5,2,0.006179999999999975,2.8,2.8
1609,4728284333,3,3,4,5,6,3,3,2,5,4,0.00023999999999998466,2.2,3.0
2136,4728290659,3,4,4,5,6,3,3,4,5,6,0.02071999999999997,2.8,2.4
347,4728330662,3,5,4,5,6,3,3,4,5,6,-0.020920000000000015,2.2,2.2
1960,4728334098,2,4,3,5,6,3,1,1,5,2,-0.0049000000000000155,2.4,2.2
447,4728361506,3,3,1,5,3,3,2,5,5,6,0.007920000000000028,2.6,2.4
1998,4728367729,3,3,4,5,2,3,2,4,5,6,0.0129,2.6,2.2
446,4728378368,1,3,5,5,6,1,1,4,5,4,-0.020120000000000016,2.8,2.0
1868,4728405792,3,3,1,5,4,3,5,4,5,4,-0.011780000000000002,4.0,2.0
556,4728411706,3,3,4,5,6,1,3,2,5,2,0.01225999999999997,2.8,2.4
2132,4728448511,3,3,4,5,2,3,3,6,1,6,0.01422,2.2,1.4
1658,4728468316,3,3,4,5,6,3,1,5,5,6,-0.005799999999999994,2.8,2.6
1105,4728469500,1,1,3,,6,3,2,3,5,4,-0.09101999999999999,2.6,2.8
741,4728470737,3,3,4,5,6,3,3,4,5,2,0.012299999999999978,1.8,2.8
1659,4728473726,3,3,4,5,6,3,3,1,5,2,0.022260000000000002,2.2,2.2
1325,4728508554,5,5,4,5,6,2,1,1,5,6,-0.0231,2.0,2.4
739,4728509327,3,4,4,5,6,5,3,5,5,4,0.02347999999999999,2.4,3.0
740,4728544899,3,3,4,5,4,2,2,3,5,6,-0.016000000000000004,3.4,3.0
402,4728565481,2,3,4,5,2,3,3,6,5,3,0.019719999999999994,2.4,2.4
2135,4728632769,5,3,1,5,4,2,1,1,3,5,-0.012880000000000003,2.0,3.2
1524,4728692782,3,3,1,5,6,2,3,6,5,2,0.003399999999999992,2.0,1.4
639,4728704681,2,3,4,5,2,3,5,2,5,4,0.012959999999999982,2.4,2.4
188,4728708669,3,5,4,5,4,3,3,4,5,6,-0.010780000000000022,3.2,1.8
738,4728721794,3,4,1,5,3,3,3,4,5,2,-0.02098000000000001,2.6,2.4
1323,4728834623,1,3,2,5,6,3,1,4,5,2,0.005540000000000022,2.4,2.4
1320,4728838731,3,1,1,5,4,3,3,3,5,6,0.012740000000000019,2.2,3.0
1815,4728850571,3,1,2,5,6,1,5,5,5,4,-0.012180000000000014,3.0,1.6
1814,4728940119,3,1,2,5,3,3,3,4,5,6,0.0020999999999999908,3.8,1.4
787,4728941937,3,2,3,5,2,2,4,3,5,4,0.020599999999999997,1.8,3.4
1864,4728949413,3,1,3,5,6,2,1,1,5,6,-0.006680000000000019,1.8,2.0
221,4728960337,3,3,1,5,6,3,1,1,5,4,0.011519999999999985,3.2,3.2
220,4729052263,6,5,4,5,3,3,3,1,5,3,-0.007680000000000009,1.8,2.4
1725,4729077713,2,5,4,5,2,3,1,3,5,6,-0.0037600000000000077,2.6,1.6
56,4729100920,5,1,3,5,2,2,3,5,4,6,-0.002759999999999996,2.4,1.4
519,4729168212,3,3,4,5,6,3,5,3,5,2,0.0007799999999999807,2.0,2.0
2127,4729306226,3,3,2,5,6,3,1,4,5,6,0.009459999999999979,2.4,3.0
670,4729419212,2,3,1,5,2,3,1,3,5,2,-0.004400000000000015,2.0,2.0
1095,4729424633,3,1,4,5,2,1,3,3,5,6,0.017120000000000014,2.2,2.4
1731,4729453195,1,3,1,4,3,3,5,5,5,2,-0.0013600000000000168,2.2,1.8
1090,4729494719,5,1,4,5,5,2,3,1,5,5,-0.01693999999999999,2.4,2.2
46,4729516054,5,3,4,5,6,3,3,1,5,3,-0.006120000000000037,3.8,2.0
1782,4729520257,3,3,2,5,6,2,3,4,5,3,0.0017799999999999927,1.6,2.2
426,4729522592,3,3,1,5,6,4,5,3,5,2,0.008819999999999962,2.6,2.2
737,4729563109,2,1,4,5,2,2,3,3,4,6,0.015659999999999997,2.8,1.4
1415,4729566524,5,5,2,5,4,3,5,4,5,6,0.02338,2.8,2.2
1180,4729572596,1,1,4,5,6,2,3,1,4,3,-0.0023799999999999932,2.0,1.8
1077,4729578568,4,1,3,5,6,3,3,1,5,5,-0.015259999999999985,3.2,1.6
320,4729587792,3,1,3,5,6,6,5,4,5,2,-0.006340000000000045,2.6,1.2
1435,4729587972,3,3,5,5,6,3,5,3,4,2,-0.00454,1.6,1.6
1089,4729599468,2,2,1,5,2,5,5,4,5,2,0.025739999999999996,1.6,2.0
2111,4729714974,3,3,4,5,4,3,3,1,5,6,0.009180000000000011,2.6,2.4
299,4729718608,3,3,4,5,6,1,1,4,5,6,-0.014019999999999954,2.4,2.0
1088,4729723755,4,1,3,5,3,5,4,3,5,6,-0.008319999999999984,1.6,2.4
218,4729743849,3,5,4,4,2,3,4,3,5,6,0.012139999999999984,2.0,0.8
1616,4729744723,3,1,1,5,6,4,1,4,5,6,-0.004999999999999993,2.8,2.8
786,4729763258,3,3,4,5,4,3,2,4,5,4,0.008179999999999998,2.8,2.8
2012,4729807369,3,1,4,5,2,3,5,2,5,6,0.005659999999999987,2.6,2.2
458,4729909198,3,5,4,5,3,3,3,4,5,3,0.023460000000000016,1.8,2.8
459,4729931978,3,3,1,5,4,3,1,2,5,4,-0.00848000000000002,2.6,3.0
1076,4729932643,5,1,4,5,2,5,4,1,5,4,0.0040800000000000055,2.2,2.8
575,4729935737,3,3,3,5,2,2,3,1,5,6,0.005620000000000014,2.6,2.4
1087,4729949710,5,1,3,5,4,4,3,3,5,4,0.012799999999999968,3.0,2.4
1615,4729968380,3,1,3,5,6,3,4,1,5,3,-0.0046799999999999845,3.2,3.0
1269,4729974308,4,5,3,5,4,1,1,6,5,2,-0.014599999999999991,3.0,1.8
1005,4729983002,3,4,3,5,2,3,5,1,5,4,0.01542,2.6,1.6
346,4730009833,3,4,4,5,2,2,4,4,5,6,-0.017939999999999977,3.0,2.8
1150,4730040316,2,3,1,5,4,3,3,1,5,4,0.003679999999999983,2.6,2.8
591,4730063755,3,1,4,5,6,4,5,1,5,6,-0.023420000000000017,2.6,3.0
328,4730079233,3,5,4,5,2,5,3,4,5,6,-0.009139999999999981,2.8,3.4
1086,4730103848,3,3,4,5,2,3,5,4,5,6,0.011619999999999997,2.0,3.4
590,4730157795,3,1,5,5,2,3,1,3,5,3,0.00534,1.8,3.2
244,4730159703,3,3,2,5,2,3,5,4,5,3,0.021420000000000005,1.4,1.6
4,4730254291,1,3,4,5,4,1,5,1,5,4,-0.0006200000000000094,2.8,2.0
736,4730299069,2,2,5,5,6,3,3,2,5,4,-0.003599999999999992,1.2,2.4
497,4730354841,3,3,2,5,6,4,2,3,5,6,-0.003059999999999996,2.6,2.4
2021,4730379331,3,3,3,5,6,5,3,4,5,2,0.02248000000000001,2.0,2.8
374,4730560909,6,5,4,5,2,3,3,4,5,2,0.013419999999999987,1.6,3.0
217,4730562689,4,3,4,5,2,3,3,4,5,6,-0.016179999999999983,2.0,2.2
215,4730679010,3,5,1,5,3,3,4,4,5,2,-0.005800000000000027,2.0,1.6
1955,4730687544,5,3,4,5,6,2,2,4,5,6,0.005339999999999989,2.8,2.4
1268,4730693205,6,3,1,5,4,3,4,4,5,6,0.002939999999999987,1.4,2.8
1589,4730695110,3,3,4,5,6,2,3,4,5,3,0.012439999999999996,1.8,2.6
961,4730705602,3,4,3,5,6,3,3,4,5,2,-0.0013200000000000212,2.6,2.6
536,4730707064,3,5,3,5,4,3,5,3,5,2,-0.020200000000000006,3.4,3.0
319,4730724567,3,4,3,5,6,3,3,1,5,4,0.015719999999999977,3.0,3.8
216,4730733295,3,2,3,5,2,3,4,4,5,2,0.021799999999999996,0.8,2.2
1467,4730767778,3,5,2,5,5,2,1,1,5,6,-0.010039999999999993,1.8,3.0
1414,4730775169,1,4,2,5,4,2,5,1,5,2,-0.03425999999999999,3.8,1.6
1217,4730793413,4,1,3,5,6,2,5,4,5,6,0.0010000000000000009,2.6,2.0
1219,4730805896,3,3,4,5,6,3,5,1,5,4,-0.013040000000000019,2.8,3.0
1880,4730813106,3,3,3,5,4,3,4,1,5,6,0.026439999999999984,1.4,3.4
1953,4730816263,3,1,4,5,6,3,5,2,5,2,-0.015260000000000029,3.0,1.6
1954,4730825368,2,1,4,5,6,3,3,1,5,4,0.01959999999999997,2.8,3.8
1463,4730848529,5,5,1,5,2,3,1,3,5,4,0.015679999999999993,2.4,2.4
1413,4730853852,3,4,1,5,6,3,5,4,5,2,0.011359999999999981,1.6,2.4
1466,4730859202,1,5,2,5,2,3,4,1,4,5,0.011599999999999989,1.6,1.4
1189,4730920588,3,3,3,5,5,3,3,3,5,4,0.021040000000000003,1.8,2.6
91,4730924426,3,1,4,5,6,3,1,4,5,6,-0.007599999999999996,3.2,2.0
45,4730928354,2,3,4,5,6,4,1,3,5,2,0.029559999999999996,1.4,3.0
2068,4730936800,3,3,3,5,6,2,2,3,5,2,-0.008699999999999986,3.0,1.8
90,4730958181,3,1,4,5,4,1,1,2,5,6,-0.01422,2.8,3.2
647,4731013025,5,1,4,5,6,3,4,1,5,2,-0.012459999999999994,3.4,3.0
472,4731031892,3,5,1,4,6,4,3,1,5,3,0.012759999999999971,2.4,3.2
1727,4731068537,3,4,4,5,3,3,1,4,5,6,0.003080000000000005,2.6,3.4
1541,4731094150,3,1,1,5,2,2,4,3,5,6,0.023799999999999977,1.8,3.0
580,4731174807,3,3,4,5,6,2,4,1,5,3,-0.0003400000000000181,2.6,1.8
2020,4731176374,2,3,4,5,6,3,3,4,5,4,-0.012660000000000027,2.2,3.2
1483,4731196643,3,3,4,5,6,2,1,4,5,6,0.0006399999999999961,2.2,2.8
418,4731274215,3,4,3,5,6,3,1,4,5,6,0.008359999999999979,3.2,2.4
1190,4731306568,3,1,4,5,3,3,3,2,5,2,-0.007499999999999995,1.8,2.4
1434,4731323937,2,3,4,5,5,3,3,3,4,6,-0.0005799999999999805,2.2,1.8
568,4731340413,3,3,1,5,6,3,3,3,5,6,0.019199999999999984,2.0,3.4
362,4731345522,3,4,1,5,6,3,3,1,5,2,-0.007899999999999996,3.8,2.2
2115,4731367256,4,3,3,5,6,3,3,4,5,6,-0.0030200000000000227,2.2,2.2
2067,4731400272,3,1,5,5,6,3,3,4,5,6,0.015439999999999987,2.6,2.8
397,4731406459,3,3,1,5,2,3,4,1,5,2,0.0017400000000000193,1.6,2.4
1179,4731472699,3,3,3,4,2,3,3,1,4,6,-0.012559999999999993,1.8,2.0
89,4731486835,4,3,3,5,2,3,4,3,5,6,0.008200000000000018,3.4,2.8
735,4731498381,3,1,1,5,6,3,5,4,5,6,0.02278,2.2,2.4
430,4731505014,3,5,4,4,2,6,5,5,5,6,0.01601999999999999,1.2,2.2
488,4731577696,3,1,5,5,6,2,3,4,5,6,-0.013739999999999997,2.4,3.0
1857,4731608346,3,3,3,5,2,3,5,4,5,6,0.0015000000000000124,2.6,1.8
509,4731610148,3,3,4,5,4,4,4,3,5,6,0.011080000000000012,2.6,2.4
1412,4731644908,3,1,3,5,6,4,3,5,5,6,-0.009339999999999992,3.0,3.0
716,4731648701,3,5,3,5,6,2,3,4,5,6,0.02951999999999998,1.4,2.0
1862,4731661609,3,2,4,5,4,4,3,5,5,2,-0.006559999999999988,2.4,1.6
1856,4731818854,2,1,5,5,3,3,3,1,5,2,0.0036999999999999924,2.2,2.4
424,4731835508,3,1,5,5,3,3,5,4,5,6,0.01821999999999998,2.4,2.6
445,4731837502,2,2,1,5,2,3,3,4,5,4,0.02183999999999998,1.8,3.0
1408,4731952324,6,4,4,5,2,3,3,4,5,3,0.02859999999999998,3.4,2.6
1813,4731959570,2,3,4,5,2,3,3,6,5,4,0.023320000000000018,2.0,4.2
409,4732140501,2,1,4,5,6,2,1,3,5,2,0.005859999999999988,2.4,2.0
646,4732163278,3,3,4,3,6,3,2,3,5,2,-0.018499999999999996,2.4,1.2
1776,4732185786,3,1,1,5,6,3,3,1,5,2,0.0048999999999999825,3.0,2.4
1812,4732186057,2,1,1,5,4,3,4,5,5,3,-0.011959999999999993,2.0,2.6
827,4732204303,3,4,1,5,6,3,3,1,5,2,-0.013000000000000012,3.2,1.8
508,4732206253,3,1,4,5,2,1,3,1,5,6,-0.02894000000000002,2.6,1.4
150,4732293163,3,3,4,5,4,4,1,6,5,6,0.002840000000000009,2.4,2.6
1433,4732295587,3,3,3,4,3,2,3,1,5,6,0.015479999999999983,1.6,1.6
1722,4732299009,3,4,4,5,6,3,3,1,5,4,-0.014560000000000007,3.0,3.0
1465,4732306842,4,3,1,4,2,3,5,4,5,2,-0.008100000000000007,2.4,1.4
715,4732346941,3,3,4,5,2,3,1,4,5,6,-0.02450000000000001,3.0,2.4
50,4732372782,3,4,3,5,6,6,5,2,5,6,-0.007320000000000016,4.0,1.0
1529,4732378397,3,3,3,5,6,1,3,4,5,5,0.0005999999999999784,2.4,3.2
455,4732411079,2,3,4,5,6,3,3,2,5,6,-0.007879999999999988,2.2,2.2
396,4732458612,3,5,4,5,3,3,4,3,5,6,0.020599999999999962,1.4,3.0
506,4732466070,3,2,4,5,6,3,1,3,5,6,0.006219999999999981,2.2,3.0
733,4732468718,2,3,5,5,6,3,3,4,5,4,-0.004580000000000017,3.4,3.4
507,4732481038,3,3,1,5,2,3,1,3,5,2,-0.014400000000000013,2.2,1.4
260,4732497101,3,3,4,5,4,3,4,3,5,2,-0.01529999999999997,2.6,2.4
734,4732524831,4,4,2,5,4,1,2,2,5,6,-0.015059999999999995,3.8,1.0
785,4732546414,3,5,4,5,6,3,3,1,5,4,0.009019999999999995,2.8,2.6
2153,4732556266,3,4,1,5,3,3,1,6,5,6,0.02687999999999997,2.2,3.6
730,4732569456,3,1,1,4,3,3,2,1,5,2,0.008660000000000011,1.6,2.6
731,4732576069,3,3,4,5,6,3,3,1,5,6,0.011379999999999979,2.8,4.6
122,4732585625,2,3,1,5,2,4,4,5,5,2,0.02183999999999997,2.8,2.6
784,4732602612,3,3,2,5,3,4,2,5,5,3,0.02021999999999997,2.6,2.8
1528,4732607523,3,3,1,5,6,1,1,5,5,3,0.02912,2.4,3.0
174,4732618426,3,1,2,3,2,3,3,1,5,2,-0.003139999999999965,3.4,2.6
246,4732625454,3,4,2,5,6,2,5,4,5,3,0.01197999999999998,2.6,2.6
732,4732651047,2,4,1,5,4,3,3,4,5,6,0.026180000000000016,2.4,1.4
1879,4732652403,3,4,1,5,2,3,3,1,5,6,0.007420000000000005,3.0,2.0
1319,4732653260,3,5,6,5,2,3,5,2,5,3,0.0015399999999999969,1.6,1.4
2131,4732678853,2,4,3,5,6,3,1,4,5,3,0.0007000000000000006,2.4,1.8
1952,4732694771,2,1,6,5,6,3,4,4,5,6,-0.00127999999999997,3.4,2.6
505,4732697250,3,3,4,5,6,3,5,2,5,2,0.004599999999999982,2.8,2.2
453,4732706750,2,1,1,5,2,6,3,3,5,3,-0.009019999999999995,2.4,2.0
173,4732721230,1,5,4,5,2,6,3,1,5,6,-0.005680000000000007,2.0,2.2
2062,4732735638,5,3,1,5,4,3,1,3,5,2,-0.012819999999999998,2.4,1.8
272,4732740985,4,5,1,5,4,5,2,1,5,5,-0.007519999999999994,1.8,2.6
137,4732785873,3,1,4,5,2,3,3,4,5,4,0.010259999999999981,2.0,2.8
630,4732853731,1,5,4,5,2,6,4,4,5,3,-0.019919999999999972,2.8,2.0
1896,4732871672,3,4,5,5,6,3,3,4,5,6,0.02193999999999997,2.4,3.8
417,4732889169,3,3,4,5,2,6,3,4,5,6,-0.017799999999999993,2.6,1.8
325,4732902464,2,1,3,5,3,3,1,3,5,6,-0.011959999999999981,3.0,2.2
759,4732961384,3,3,4,5,2,3,3,1,5,6,0.04262000000000001,2.0,2.6
241,4732976330,3,1,1,5,2,3,1,4,5,6,0.0033600000000000184,2.4,2.0
555,4732998467,3,5,4,5,4,5,3,1,5,4,-0.013479999999999992,2.6,2.4
758,4733008191,3,4,4,5,2,3,4,4,5,2,0.006200000000000016,2.6,2.4
408,4733009808,3,2,3,5,6,3,1,4,5,6,-0.003880000000000006,1.8,2.4
589,4733018323,6,3,4,5,6,3,4,3,5,3,0.00574,3.2,2.6
1811,4733020255,3,1,4,5,3,5,5,1,5,6,-0.03154,4.2,1.8
1222,4733028559,2,3,4,5,4,3,4,3,5,6,-0.017259999999999998,0.8,2.8
3,4733057391,3,1,3,5,3,3,4,1,5,4,-0.008000000000000007,2.6,3.4
214,4733079906,3,3,1,5,2,3,1,3,5,2,-0.008320000000000004,2.4,1.6
1230,4733085728,4,3,4,5,,3,4,1,5,6,-0.08986000000000001,2.8,2.4
541,4733091261,3,1,1,3,2,2,3,3,5,6,0.01908000000000002,2.4,3.0
149,4733102978,3,1,6,5,2,2,3,1,5,6,-0.02275999999999998,2.6,1.6
1188,4733103180,3,5,4,5,,3,1,4,5,5,-0.09990000000000002,2.0,2.4
1042,4733107095,3,3,4,5,6,2,3,3,5,6,-0.023960000000000002,2.8,2.0
1165,4733114389,3,3,3,5,5,1,1,3,5,6,0.006779999999999997,1.8,3.0
629,4733133956,3,1,2,5,6,3,2,1,5,2,-0.0012800000000000034,2.2,2.0
240,4733139295,2,3,3,5,6,1,2,1,5,4,0.006480000000000008,2.6,2.0
386,4733161216,3,3,3,5,6,2,5,1,5,2,-0.036559999999999995,2.4,1.2
269,4733182115,6,3,1,5,6,3,5,4,5,2,-0.015220000000000022,1.6,2.2
213,4733185363,3,2,1,5,3,3,1,4,5,2,-0.02140000000000001,2.8,2.8
1164,4733212516,3,1,5,5,5,3,1,2,5,2,-0.01731999999999999,2.8,2.0
530,4733216208,3,5,1,5,6,3,1,1,5,4,0.013819999999999954,1.4,2.6
1543,4733244146,1,3,4,5,2,3,3,4,5,2,0.018359999999999977,2.0,2.4
2080,4733258271,3,3,3,5,3,2,5,4,5,4,0.011119999999999996,2.8,1.6
1540,4733266793,3,3,4,5,3,3,3,4,5,6,-0.00015999999999999348,2.2,1.6
588,4733272280,2,1,4,5,2,3,3,2,5,4,0.02243999999999998,1.8,2.6
2090,4733279741,2,4,1,5,6,3,4,1,5,4,-0.004760000000000019,2.8,2.8
212,4733291477,3,1,1,3,3,3,1,1,5,6,-0.009560000000000003,1.8,2.0
1890,4733307181,3,4,3,5,6,3,3,2,5,2,0.013819999999999966,1.8,2.4
1987,4733404432,1,3,5,5,6,3,5,3,5,2,-0.005180000000000018,1.2,2.6
2079,4733404854,3,3,4,5,6,3,3,4,5,6,0.014460000000000018,3.0,2.2
2089,4733443910,3,3,2,5,2,3,4,4,5,6,0.004239999999999977,2.4,3.0
620,4733468770,2,5,4,5,6,2,4,4,5,6,-0.012039999999999995,1.6,2.4
211,4733474131,3,1,1,5,2,3,5,1,4,3,0.00726,2.2,1.2
1385,4733645737,3,3,4,5,4,6,3,1,5,6,-0.011880000000000012,3.2,1.6
691,4733692371,4,3,1,5,6,1,2,1,5,2,0.0014599999999999724,2.8,2.6
772,4733704588,3,1,4,5,6,2,5,6,5,3,-0.003359999999999974,1.8,1.4
210,4733760149,2,3,2,5,2,2,3,1,5,2,-0.004300000000000015,2.4,2.8
1781,4733892893,6,2,4,5,5,5,3,1,5,4,0.042740000000000014,2.4,3.0
1614,4733905896,3,3,1,5,6,6,3,4,5,4,0.010219999999999996,1.8,2.2
1058,4733968064,3,1,4,5,2,3,4,3,5,6,0.009399999999999986,2.6,3.6
1381,4733973943,3,1,2,5,6,4,3,2,5,2,-0.010760000000000014,1.6,1.8
550,4733976398,3,2,4,3,6,5,3,3,5,6,0.0009599999999999719,3.4,2.4
1372,4733998984,1,5,4,5,6,3,3,1,5,2,0.00875999999999998,3.0,2.6
1216,4734012747,2,2,1,5,6,3,3,4,5,4,0.01606000000000001,2.4,3.4
783,4734035682,2,2,1,5,2,2,4,1,5,6,-0.002220000000000011,1.8,2.2
571,4734041876,3,3,4,5,6,4,1,1,5,2,0.007499999999999984,2.4,2.0
275,4734055071,3,1,6,5,6,3,5,6,5,6,-0.029720000000000014,2.6,1.8
799,4734060361,4,5,4,5,6,3,3,4,5,2,-0.007700000000000007,1.6,3.0
478,4734065829,3,3,2,3,6,2,2,3,5,3,-0.02026,3.4,1.6
890,4734116330,2,3,3,5,2,4,2,5,5,2,0.018439999999999977,3.4,3.8
1371,4734146227,3,1,3,5,6,3,3,1,5,6,-0.020020000000000027,2.8,3.0
710,4734153024,3,4,4,5,3,4,1,6,5,2,-0.0007799999999999919,2.6,3.6
1003,4734157889,3,1,1,5,4,5,3,1,5,6,0.004200000000000004,2.4,1.6
864,4734184295,5,3,4,5,3,3,3,3,5,6,-0.013079999999999991,2.8,2.0
1002,4734197795,3,3,1,5,3,3,2,1,5,6,-0.0015199999999999992,2.2,1.8
496,4734227138,3,1,4,5,3,3,5,4,3,2,-0.001980000000000026,1.8,2.4
1951,4734241367,3,5,1,5,2,3,3,4,5,6,0.01167999999999999,2.4,2.4
540,4734262821,3,3,1,5,2,3,3,1,5,6,0.034839999999999996,1.8,2.4
533,4734263487,4,4,3,5,2,3,4,4,5,6,0.008479999999999965,2.6,2.8
1598,4734275223,2,3,4,5,6,2,1,6,5,3,-0.023880000000000012,3.2,1.8
75,4734296342,3,3,4,5,3,3,3,4,5,6,0.01923999999999998,1.6,3.0
1370,4734297543,3,3,3,5,3,3,3,4,5,2,-0.0036600000000000187,2.0,1.8
477,4734310071,2,3,4,5,6,3,2,3,3,6,-0.03350000000000001,2.8,2.8
1407,4734407749,3,1,4,5,4,3,4,3,5,2,-0.013919999999999998,2.8,3.0
1134,4734420347,3,2,2,5,6,3,1,3,5,4,0.013960000000000018,3.6,2.8
815,4734473149,3,1,4,5,6,1,3,1,5,5,-0.0007000000000000006,3.6,2.4
172,4734488936,6,3,4,5,2,3,5,1,5,6,-0.01604000000000002,3.2,1.2
1057,4734506974,3,4,5,5,4,6,3,3,5,6,-0.003079999999999983,3.8,2.0
1657,4734509950,4,5,1,5,6,3,1,1,5,2,0.023399999999999987,2.6,3.4
960,4734524623,3,1,1,5,6,3,3,2,3,6,0.020479999999999998,1.8,2.8
1041,4734532420,3,5,3,5,2,3,3,4,5,2,-0.020999999999999998,2.6,2.0
51,4734533430,3,1,5,5,6,3,5,3,5,2,0.002619999999999989,1.8,2.6
1508,4734544317,3,3,1,5,6,3,3,4,5,2,-0.018300000000000004,2.4,3.2
209,4734558400,3,5,4,5,2,3,4,1,5,2,0.017159999999999974,1.6,2.2
421,4734580982,3,1,1,5,4,3,2,4,5,6,0.002539999999999998,2.0,2.4
420,4734584569,3,3,1,5,6,2,3,3,5,4,-0.0015399999999999969,2.4,2.4
229,4734592522,4,4,3,5,6,1,3,4,5,2,-0.01147999999999998,2.0,2.2
360,4734625744,3,5,6,5,2,5,5,3,5,6,-0.020499999999999997,1.8,2.0
539,4734628121,3,3,3,5,2,3,1,1,5,4,0.03757999999999998,2.0,3.2
1187,4734633547,3,1,2,5,4,2,4,5,3,1,0.02293999999999997,1.8,2.4
361,4734653023,3,3,4,5,6,4,5,6,5,6,0.0017799999999999817,2.4,1.2
538,4734704447,2,4,5,5,3,1,3,4,5,6,0.0005799999999999805,1.8,2.2
504,4734713022,3,1,5,5,6,2,5,4,5,6,0.005399999999999972,2.4,2.2
2052,4734749031,4,4,4,5,2,3,1,3,5,2,0.014879999999999982,1.8,2.4
88,4734768436,3,3,4,5,6,2,1,4,5,2,-0.004020000000000001,2.4,2.4
1571,4734783557,5,2,4,5,4,3,4,3,5,3,-0.007279999999999986,2.8,2.6
1570,4734786590,3,3,3,4,2,3,3,4,5,6,0.006439999999999968,2.8,2.4
628,4734881187,4,3,1,5,2,3,1,1,5,3,-0.0052600000000000095,2.4,2.0
782,4734892600,3,1,4,5,6,2,3,1,5,3,0.021119999999999983,3.4,2.8
1970,4734912963,2,5,4,5,4,1,3,1,5,6,0.024359999999999993,1.6,3.4
156,4734930171,3,3,2,5,2,3,3,3,5,6,0.00026000000000001575,2.8,2.8
87,4734959875,3,1,3,5,6,3,5,4,5,6,0.002719999999999978,2.6,2.6
1056,4734966469,3,3,1,5,6,1,4,1,5,6,-0.01037999999999999,3.4,2.6
1128,4734991096,3,3,4,5,2,3,3,5,5,3,0.006160000000000032,1.8,2.4
1906,4735001565,1,1,1,5,6,3,4,3,5,6,-0.0005600000000000049,2.4,3.0
1724,4735037482,3,1,1,5,2,3,4,1,5,6,-0.002620000000000011,2.2,2.8
2026,4735139630,2,1,3,5,2,5,1,4,5,6,0.02732,2.2,2.6
2150,4735173021,5,5,3,5,4,3,4,4,5,3,0.014339999999999986,1.8,3.0
974,4735426763,3,5,3,5,6,4,5,6,5,4,0.017479999999999985,3.2,1.8
1432,4735431506,2,4,5,5,6,3,1,1,4,3,-0.0029400000000000094,2.2,2.0
1243,4735490181,3,3,4,5,4,6,3,3,5,6,-0.01063999999999995,3.2,2.2
86,4735576432,5,2,4,5,5,3,3,4,5,6,0.011700000000000033,2.0,2.2
579,4735616492,3,3,1,5,,4,5,3,5,2,-0.08996000000000001,1.4,3.0
627,4735686116,3,3,4,5,6,4,4,3,3,2,0.01875999999999999,4.0,4.0
239,4735778725,4,3,3,5,2,5,1,3,5,5,0.016900000000000005,1.8,2.8
901,4735822223,3,5,2,5,,3,3,3,5,4,-0.09734000000000001,1.0,3.0
757,4735880119,4,2,6,5,6,5,1,1,5,2,0.0049000000000000155,1.8,2.6
101,4735887770,3,1,2,5,6,2,5,4,5,6,0.013019999999999999,3.2,1.6
144,4735933088,1,1,3,5,4,1,1,1,5,6,0.010939999999999972,1.8,3.2
578,4735942724,3,1,1,5,6,3,3,2,5,6,-0.00603999999999999,1.6,3.0
